,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,20.0,1181.0,2039708.7943459721,39.0,2371.0,2472828.5305461464,21.0,619.0,2485211.3186031277,0.0
1,40.0,1428.0,2207285.738308589,23.0,1510.0,2415836.704682975,37.0,557.0,2446405.8635442723,0.0
2,10.0,507.0,1659429.5101949198,57.0,4463.0,2477723.034511771,10.0,102.0,2498696.50937589,0.0
3,50.0,1693.0,2169280.4616567935,20.0,564.0,2474059.7893873486,49.0,1082.0,2298427.0886799213,0.0
4,20.0,260.0,1644110.8828525215,36.0,1912.0,2455298.7795380633,20.0,597.0,2475644.482784958,0.0
5,10.0,190.0,1570837.403517828,53.0,3047.0,2486826.2110186783,18.0,303.0,2491548.5921606845,0.0
6,20.0,981.0,2434193.722841385,29.0,2113.0,2394834.613458696,31.0,868.0,2492132.563962509,0.0
7,20.0,658.0,1047277.7013470486,22.0,652.0,2481468.9406454167,14.0,224.0,2497166.683775918,0.0
8,25.0,449.0,1771439.2021680044,46.0,3139.0,2445825.1518182848,41.0,1280.0,2451971.6952075996,0.0
9,20.0,1169.0,2020379.8873336455,34.0,1825.0,2329851.5489839786,34.0,1172.0,2462745.1882714713,0.0
10,16.0,865.0,1627343.8136482683,39.0,3320.0,2490730.875078045,18.0,344.0,2498072.660860972,0.0
11,22.0,1777.0,2358067.9963936103,44.0,2372.0,2440097.789525763,26.0,1120.0,2394588.7820377606,0.0
12,10.0,228.0,1790512.248442854,46.0,2864.0,2484734.3122200486,28.0,401.0,2469967.0381909935,0.0
