,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,20.0,647.0,2017492.0136985455,30.0,2055.0,2458599.0835996023,7.0,17.0,2492165.3134073243,0.0
1,30.0,1766.0,2498221.2699317657,49.0,2146.0,2445915.974904337,37.0,1000.0,2362860.168457523,0.0
2,50.0,1571.0,2393000.8573778244,70.0,3175.0,2362149.7568886876,29.0,535.0,2479917.3497346262,0.0
3,20.0,1201.0,1707606.3751218407,64.0,4136.0,2458740.2061229036,18.0,161.0,2497331.208353677,0.0
4,30.0,1293.0,2199435.085667025,53.0,3267.0,2439252.3433691147,37.0,914.0,2429883.90664609,0.0
5,40.0,2134.0,2337671.57619437,47.0,2336.0,2428831.7087133876,32.0,102.0,2464671.4269812764,0.0
6,23.0,749.0,2344304.9729452934,59.0,2728.0,2483159.3316464024,42.0,719.0,2439079.5354382438,0.0
7,30.0,1139.0,1885884.4459760434,57.0,1937.0,2443244.3829468107,18.0,22.0,2454673.106319218,0.0
8,30.0,1395.0,2461366.8680380513,52.0,4843.0,2460184.410723932,22.0,254.0,2497625.2400966785,0.0
9,28.0,885.0,2379525.8647261,35.0,1044.0,2470694.944744328,34.0,1696.0,2445836.092935802,0.0
10,40.0,789.0,2185952.185729466,69.0,5803.0,2490092.7661638195,32.0,785.0,2489975.2889896333,0.0
11,16.0,468.0,1372504.990322595,42.0,3037.0,2499327.336495608,28.0,1081.0,2456820.3644515746,0.0
12,30.0,1491.0,2248777.243282159,32.0,1983.0,2434163.405670487,40.0,1174.0,2424755.383375993,0.0
