,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,20.0,1223.0,2401885.293434589,27.0,1907.0,2496208.49721169,27.0,1689.0,2406611.0283583053,43.0
1,10.0,557.0,1907277.324001989,23.0,2237.0,2497313.728665981,12.0,22.0,2233608.7937968783,46.0
2,10.0,814.0,1625186.3488459825,35.0,2159.0,2481348.9210336497,23.0,2481.0,2442661.146262699,39.0
3,10.0,565.0,1573856.5191277938,27.0,2743.0,2287035.7369719963,4.0,115.0,2417302.4695026684,34.0
4,18.0,936.0,1122227.8780540708,30.0,2823.0,2374296.7466805903,7.0,332.0,2466252.1057288013,31.0
5,10.0,762.0,2493449.773172607,16.0,747.0,2428841.3466387605,18.0,1712.0,2350286.551311362,35.0
6,10.0,1.0,1512777.5348695074,16.0,1287.0,2493326.352009341,29.0,1427.0,2365210.0224493137,48.0
7,12.0,1212.0,2653426.317339273,20.0,1945.0,2356780.2709632036,18.0,994.0,2419031.7468531667,28.0
8,30.0,2341.0,2411513.590214912,24.0,2394.0,2316541.361698819,23.0,1322.0,2361469.032574552,39.0
9,22.0,1164.0,1467858.4083895716,26.0,2018.0,2383402.3373742304,23.0,931.0,2460223.187570038,48.0
10,20.0,1137.0,1960954.6001770957,26.0,1460.0,2464885.3137941225,31.0,1723.0,2388361.0562501494,41.0
11,10.0,844.0,1778769.714180349,38.0,3543.0,2463348.414119656,24.0,1265.0,2312630.3810591544,53.0
12,30.0,946.0,2330373.1728807003,39.0,1891.0,2491849.1711122766,47.0,1390.0,2452439.4892656635,57.0
