,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,30.0,1609.0,4109786.7842156733,31.0,2918.0,4384570.480671331,30.0,990.0,4953902.146187336,57.0
1,46.0,2952.0,4956960.849183082,42.0,4155.0,4986019.647785436,32.0,1822.0,4747258.45921269,53.0
2,77.0,7351.0,4765629.610078329,55.0,4048.0,4992231.216982208,50.0,3273.0,4760991.796502519,80.0
3,40.0,1375.0,3787999.6280472926,39.0,1683.0,4236816.755778332,48.0,1875.0,4818120.518139475,59.0
4,39.0,2299.0,4402768.927797678,50.0,4740.0,4971304.614507134,41.0,3205.0,4925065.481204267,59.0
5,19.0,765.0,4666267.619537599,32.0,2549.0,4585833.02196129,30.0,833.0,4887535.363994965,54.0
6,35.0,2816.0,4204504.463887494,31.0,2645.0,4626869.427644906,25.0,1464.0,4395504.533927453,59.0
7,33.0,2915.0,4264562.199395255,30.0,3381.0,4990474.012457262,39.0,3613.0,4826766.032809672,66.0
8,35.0,2920.0,4440577.09286878,35.0,3210.0,4515931.432180149,23.0,1500.0,4493863.314929874,45.0
9,62.0,2982.0,4963729.025103464,56.0,3652.0,4745562.064288665,49.0,2051.0,4973517.4481483195,77.0
10,50.0,3553.0,4957657.10861726,40.0,2188.0,4967427.785426814,43.0,2730.0,4979604.656031185,62.0
11,46.0,3700.0,4682537.061691561,37.0,2792.0,4666662.628370601,45.0,3273.0,4993434.27328507,58.0
12,39.0,1808.0,4319570.7187102465,41.0,2156.0,4953419.801338939,33.0,1558.0,4678911.079265886,54.0
