,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,10.0,449.0,2112726.4665281884,26.0,1795.0,2411929.5863885907,25.0,911.0,2334151.9599730447,44.0
1,10.0,140.0,1602574.9785850833,30.0,1555.0,2289097.343676594,25.0,1149.0,2486583.074503071,36.0
2,10.0,928.0,2605707.3150270563,21.0,3314.0,2397177.307740818,13.0,553.0,2498644.815650859,32.0
3,10.0,788.0,1133670.1983459927,27.0,1994.0,2423469.8412082572,19.0,1206.0,2290757.991138956,39.0
4,10.0,693.0,1595486.5472826331,33.0,2402.0,2462118.5468525123,31.0,1959.0,2196251.389126593,41.0
5,10.0,436.0,856208.8844314567,35.0,2081.0,2469028.1529963873,22.0,1747.0,2458574.434883558,46.0
6,36.0,2735.0,2375039.029759897,17.0,2207.0,2281694.0776385907,15.0,523.0,2484656.9961262946,40.0
7,10.0,824.0,796370.2076337605,23.0,1642.0,2352730.027468765,17.0,691.0,2490958.410957229,40.0
8,20.0,1430.0,2377163.044077416,20.0,1430.0,2377163.044077416,17.0,996.0,2491294.0910376175,47.0
9,10.0,653.0,1433219.3055651407,18.0,1450.0,2307596.3836626275,22.0,862.0,2391080.992461924,40.0
10,10.0,423.0,1115912.8683890728,24.0,1605.0,2163102.8040063474,24.0,1622.0,2453091.167311972,43.0
11,10.0,980.0,2170391.6883605914,26.0,1194.0,2318862.294873702,21.0,599.0,2265309.343972934,41.0
12,18.0,1179.0,2060096.1920318238,20.0,1312.0,2053664.0304719424,16.0,570.0,2082271.230696504,30.0
