,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,26.0,1803.0,4296454.137404294,26.0,2853.0,4547073.276514477,28.0,2338.0,4594810.749238321,35.0
1,36.0,2451.0,4129856.9466483546,40.0,2757.0,4576681.861657884,33.0,2368.0,4877597.331315557,48.0
2,33.0,1750.0,4957524.06498835,32.0,2288.0,4908363.927486938,24.0,1201.0,4858531.503431243,33.0
3,54.0,3685.0,4335490.085760838,39.0,3111.0,4812295.822309422,48.0,2890.0,4708238.585627963,59.0
4,47.0,2891.0,4418638.854266548,38.0,2667.0,4891790.972965963,26.0,1784.0,4787028.894451532,53.0
5,39.0,2942.0,4515351.376867491,36.0,2891.0,4618343.9430701835,33.0,2350.0,4508394.180060178,50.0
6,26.0,1560.0,3184913.4062809967,31.0,1769.0,4745500.220299807,32.0,1450.0,4904042.514043557,45.0
7,60.0,3905.0,4998967.986932857,43.0,2466.0,4464766.269038092,36.0,1284.0,4836710.744730924,60.0
8,27.0,3063.0,4171098.427010876,28.0,2795.0,4693357.151976941,27.0,2038.0,4400326.895714584,39.0
9,18.0,502.0,4109729.4864723114,24.0,761.0,4302076.164850599,23.0,672.0,4956609.4103827905,32.0
10,18.0,2083.0,4951588.0280710235,23.0,3088.0,4975591.268725886,23.0,3088.0,4381300.297988435,33.0
11,20.0,1641.0,2992902.271506505,26.0,2203.0,4324562.022326052,31.0,2214.0,4809825.82062197,44.0
12,33.0,1647.0,4428393.1820829725,33.0,2732.0,4560802.983252845,35.0,1797.0,4907754.332787157,38.0
