,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,92.0,8609.0,8134197.184428002,80.0,5601.0,9703793.035665017,74.0,4882.0,9973846.99320132,92.0
1,70.0,8978.0,9894002.611281507,55.0,5727.0,9612934.786627734,47.0,4089.0,9768682.347999519,70.0
2,84.0,8029.0,8374557.719692634,69.0,4993.0,9804011.855728295,66.0,4701.0,9761390.05311063,84.0
3,98.0,6002.0,8129726.416665876,87.0,4342.0,9948007.621640222,66.0,2431.0,9649222.999866057,98.0
4,95.0,6205.0,8485769.882570926,62.0,3087.0,9867671.579426974,48.0,1614.0,9362979.54428104,95.0
5,60.0,9689.0,9150939.689470544,54.0,6497.0,9967388.417939944,46.0,3908.0,9739587.06404597,60.0
6,66.0,7427.0,8311889.068890269,60.0,5276.0,9483810.195206871,48.0,3262.0,9834344.978130873,66.0
7,84.0,8897.0,7954350.884785369,70.0,5262.0,9954859.339213911,65.0,4222.0,9836996.06906049,84.0
8,74.0,8640.0,7018525.707547667,70.0,6833.0,9615345.018257255,57.0,4159.0,9826461.714361494,74.0
9,70.0,10530.0,6262861.785649131,61.0,6701.0,9848705.534370206,64.0,6912.0,9873502.7540621,70.0
10,83.0,8706.0,8723596.530771535,71.0,6805.0,9615708.573945232,52.0,3670.0,9817406.995567145,83.0
11,89.0,7205.0,9340167.162137507,68.0,4884.0,9987892.531217894,59.0,2744.0,9880728.569531513,90.0
12,88.0,7472.0,6891328.473396381,76.0,4993.0,9606591.782280048,80.0,5309.0,9641430.98420122,88.0
