,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,10.0,675.0,2023248.1660113968,27.0,2635.0,1940430.3413726694,17.0,1237.0,2391468.534688784,30.0
1,19.0,1625.0,2357193.9309925153,21.0,2270.0,2307766.809570405,10.0,719.0,2339399.4974675607,26.0
2,18.0,1666.0,2160077.4821158447,19.0,2522.0,2425951.4364433046,18.0,1201.0,2313938.834660179,33.0
3,20.0,399.0,1236495.125267657,27.0,1853.0,2453537.241160101,27.0,581.0,2466236.7672164557,48.0
4,10.0,743.0,343520.06657338416,23.0,2667.0,2376886.3549803873,7.0,0.0,2458175.5298368284,31.0
5,19.0,653.0,1148221.6791717394,28.0,857.0,2308744.633814884,15.0,179.0,2466814.31210783,39.0
6,9.0,556.0,901369.3574888771,15.0,846.0,2487807.011156812,9.0,446.0,2470637.171695541,31.0
7,17.0,1674.0,2152295.695370274,23.0,2179.0,2328000.660966695,31.0,2436.0,2441757.3214392858,41.0
8,10.0,186.0,1748411.0378187648,24.0,2103.0,2498036.8809909923,14.0,662.0,2237247.061679741,27.0
9,20.0,1443.0,2484062.1186214094,15.0,711.0,2456264.0672666365,26.0,519.0,2392816.4234678484,59.0
10,10.0,883.0,1513359.844330085,14.0,1391.0,1926667.6013162546,22.0,2120.0,2454835.592368358,22.0
11,19.0,778.0,1998867.6003385948,24.0,1594.0,2098501.6893516527,19.0,778.0,1998867.600338595,24.0
12,30.0,1951.0,1720425.1508603957,28.0,1551.0,2427219.6648473465,19.0,501.0,2488090.340129786,47.0
