,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,149.0,9104.0,9159946.000899207,118.0,7841.0,9999852.837651135,71.0,3020.0,9797268.977148056,0.0
1,148.0,8051.0,8859456.7098138,102.0,5733.0,9881651.190875826,76.0,1829.0,9852087.208299274,0.0
2,235.0,15620.0,9995742.985003399,123.0,7236.0,9875487.00737357,64.0,1582.0,9991183.66394428,0.0
3,158.0,7371.0,9995805.995027052,97.0,4894.0,9920701.178913703,98.0,2342.0,9942533.70716056,0.0
4,165.0,9213.0,9938643.576715657,126.0,7753.0,9829295.46497055,91.0,2446.0,9967506.354718452,0.0
5,152.0,8026.0,9994036.146945087,119.0,5967.0,9912512.889999619,100.0,2963.0,9997553.347570192,0.0
6,146.0,8720.0,9637698.292192763,108.0,6869.0,9998008.791384835,84.0,2440.0,9886850.28501572,0.0
7,208.0,10500.0,9993954.837120363,115.0,7625.0,9837713.378795274,82.0,1944.0,9926229.589264646,0.0
8,210.0,13607.0,9786390.175102282,159.0,9742.0,9959630.880224153,81.0,2376.0,9960505.572634483,0.0
9,176.0,10783.0,9990690.518344698,105.0,7973.0,9975470.923214026,68.0,2486.0,9985817.22386068,0.0
10,157.0,9777.0,9714846.574502902,142.0,9996.0,9993357.102379682,78.0,2259.0,9999313.184376713,0.0
11,192.0,12018.0,9934281.922005061,101.0,4981.0,9974123.157814136,70.0,1841.0,9838461.298845295,0.0
12,185.0,10858.0,9511215.679908684,113.0,6657.0,9937693.267463688,75.0,1485.0,9991786.471827053,0.0
