,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,60.0,6596.0,6823482.225164704,52.0,4941.0,9665299.318713332,48.0,4365.0,9670440.40304018,60.0
1,62.0,5729.0,7266810.257250822,62.0,5729.0,9280480.53898974,61.0,5583.0,9932602.866817614,62.0
2,55.0,5833.0,6194589.786387913,55.0,5833.0,8124208.245692993,54.0,4931.0,8861985.95310011,55.0
3,46.0,5070.0,8533064.251636509,45.0,4605.0,9729338.968931701,40.0,3309.0,9316196.64748879,46.0
4,54.0,4579.0,6652598.213461425,51.0,3240.0,9106887.266078115,53.0,3757.0,9961016.437997043,54.0
5,42.0,5919.0,8874788.040007643,40.0,4689.0,9776309.87423836,40.0,4689.0,8880348.63910235,42.0
6,53.0,4615.0,5220723.724546158,53.0,4615.0,9379661.41974466,53.0,4615.0,8739619.948881283,53.0
7,62.0,4030.0,5327485.582058877,62.0,4030.0,9385082.541618178,56.0,3296.0,9341759.670103699,62.0
8,53.0,6706.0,7525435.154523965,53.0,6706.0,9606390.312189234,51.0,5776.0,9981605.018966973,53.0
9,38.0,5053.0,7906117.094869477,32.0,3634.0,9180290.112260843,32.0,3381.0,9912294.864990382,38.0
10,67.0,6177.0,7718246.150697384,63.0,5161.0,9292459.576988766,56.0,3964.0,9809015.161976708,67.0
11,54.0,5608.0,6590713.626627686,54.0,5608.0,9209031.844087249,54.0,5608.0,9992155.901261099,54.0
12,43.0,6657.0,7209029.238663987,42.0,5721.0,9285862.60195541,42.0,5721.0,8593599.999114178,43.0
