,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,19.0,778.0,1343218.9888134932,41.0,1979.0,2358407.978494148,38.0,2001.0,2476552.881499769,49.0
1,38.0,1802.0,1964125.2128570678,38.0,2725.0,2239667.189038861,26.0,1034.0,2499558.222088723,45.0
2,18.0,902.0,2401298.288277293,24.0,1219.0,2494353.211905107,18.0,1500.0,2179173.267580803,33.0
3,10.0,853.0,1381209.838164506,32.0,3358.0,2439681.2213713895,32.0,1174.0,2180996.3316052365,40.0
4,19.0,1741.0,1885343.8169601797,26.0,2941.0,2490044.2286156313,19.0,1309.0,2225522.1030053194,34.0
5,10.0,339.0,2105706.7266842644,23.0,2772.0,2223432.932832623,11.0,454.0,2443627.6137786917,27.0
6,10.0,942.0,2494062.2918192907,39.0,2977.0,2448010.159171786,37.0,1549.0,2484705.7993055354,58.0
7,10.0,122.0,1352671.290438396,38.0,2909.0,2417175.755500106,29.0,1666.0,2434870.4213460037,39.0
8,10.0,865.0,1885050.944899084,23.0,1203.0,2200886.8509171535,18.0,501.0,2497647.28635546,33.0
9,9.0,481.0,1373562.0434949845,27.0,2310.0,2421926.2367202058,12.0,304.0,2272909.1011322094,34.0
10,10.0,235.0,2190709.799023966,35.0,2931.0,2290667.4253873033,21.0,899.0,2358150.7110346756,56.0
11,10.0,787.0,1690646.2903379484,29.0,1770.0,2491577.850031803,13.0,677.0,2318964.8921251935,37.0
12,10.0,470.0,1932123.2491388614,44.0,2883.0,2393032.7778783734,17.0,288.0,2310231.072233743,48.0
