,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,40.0,2549.0,3193402.5725196893,62.0,4441.0,4894420.592715451,26.0,1435.0,4940156.80604119,92.0
1,37.0,2579.0,4505090.225419571,47.0,3118.0,4962674.739663484,38.0,1397.0,4967415.521047501,95.0
2,39.0,2688.0,4766626.968165147,46.0,3748.0,4988040.903393826,29.0,2174.0,4743510.335577401,89.0
3,30.0,1441.0,4466447.765502391,39.0,3474.0,4863573.5434880415,27.0,833.0,4993239.26601601,86.0
4,49.0,3851.0,4251164.245087368,48.0,4448.0,4832897.662879615,33.0,2017.0,4780653.304965446,69.0
5,20.0,1167.0,4144023.0963262566,51.0,3989.0,4849617.354545388,22.0,636.0,4956233.6611840995,71.0
6,47.0,2557.0,4864790.582040554,20.0,1905.0,4889695.575365148,34.0,1515.0,4998804.110321208,86.0
7,55.0,4226.0,4815434.198053873,47.0,3706.0,4793160.297754563,37.0,1401.0,4758014.584702832,80.0
8,50.0,3746.0,3525595.0313125844,54.0,3805.0,4972904.519496212,40.0,1723.0,4963596.710225905,89.0
9,69.0,4165.0,4962344.570191369,57.0,3555.0,4862326.891722092,48.0,2316.0,4914138.799709486,93.0
10,64.0,3434.0,4761719.7861138275,53.0,2522.0,4968934.771733216,41.0,1961.0,4896605.683969367,99.0
11,64.0,4618.0,4738756.012234232,59.0,4954.0,4959696.363695053,35.0,2401.0,4994719.410442163,90.0
12,49.0,1781.0,3003097.3494580886,44.0,2904.0,4621866.120024665,58.0,3140.0,4779070.0395311415,93.0
