,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,79.0,8304.0,8778066.785835788,58.0,4834.0,9630763.265114492,63.0,4919.0,9939674.76118861,81.0
1,66.0,7852.0,7267796.26620378,55.0,4804.0,9915161.047240714,52.0,3579.0,9999358.879174626,66.0
2,89.0,9593.0,7176718.188007924,80.0,7459.0,9809094.774070451,86.0,8761.0,9838693.865772778,89.0
3,75.0,4852.0,9977124.32829994,67.0,4193.0,9522234.579299195,66.0,3812.0,9718430.335190572,84.0
4,73.0,8610.0,8994154.324821891,69.0,7531.0,9879830.77767239,51.0,4197.0,9719564.956839498,73.0
5,80.0,6907.0,9809679.667280668,62.0,4492.0,9406888.155196175,56.0,2995.0,9543774.85362166,80.0
6,69.0,8011.0,8206331.30039787,59.0,5744.0,9678345.194088025,59.0,5744.0,9900539.464910783,69.0
7,85.0,10265.0,8880918.934882563,61.0,6362.0,9352400.217215827,60.0,5684.0,9517551.192067849,85.0
8,75.0,10278.0,9029615.182649305,49.0,4979.0,9660238.515495889,43.0,4049.0,9705710.130160332,75.0
9,88.0,7427.0,8656241.140152402,80.0,5650.0,9955034.941402758,74.0,4555.0,9964888.39160646,88.0
10,80.0,9275.0,8027110.954018841,70.0,5764.0,9807247.370777031,68.0,5994.0,9857058.708065178,80.0
11,83.0,9221.0,7742043.414657784,65.0,6471.0,9970229.587540155,60.0,4483.0,9560849.022667596,83.0
12,70.0,5940.0,8097730.205374933,55.0,3184.0,9926641.1271365,54.0,2815.0,9640062.244239375,70.0
